time_key,date,hour,day,week,month,quarter,year
T016598,20-07-2015 12:43,12,20,3rd Week,07,Q3,2015
T016599,07-03-2015 21:27,21,07,1st Week,03,Q1,2015
T016600,14-10-2019 19:58,19,14,2nd Week,10,Q4,2019
T016601,09-09-2016 14:26,14,09,2nd Week,09,Q3,2016
T016602,23-05-2018 11:03,11,23,4th Week,05,Q2,2018
T016603,18-11-2017 17:34,17,18,3rd Week,11,Q4,2017
T016604,29-09-2018 01:10,01,29,4th Week,09,Q3,2018
T016605,26-02-2017 03:18,03,26,4th Week,02,Q1,2017
T016606,22-09-2014 12:53,12,22,4th Week,09,Q3,2014
T016607,10-09-2015 22:54,22,10,2nd Week,09,Q3,2015
T016608,01-03-2020 00:48,00,01,1st Week,03,Q1,2020
T016609,11-11-2018 15:38,15,11,2nd Week,11,Q4,2018
T016610,29-05-2019 01:08,01,29,4th Week,05,Q2,2019
T016611,17-03-2018 11:29,11,17,3rd Week,03,Q1,2018
T016612,06-03-2017 06:54,06,06,1st Week,03,Q1,2017
T016613,29-10-2015 17:28,17,29,4th Week,10,Q4,2015
T016614,03-09-2015 17:36,17,03,1st Week,09,Q3,2015
T016615,21-07-2020 01:48,01,21,3rd Week,07,Q3,2020
T016616,09-09-2019 14:06,14,09,2nd Week,09,Q3,2019
T016617,24-02-2015 17:40,17,24,4th Week,02,Q1,2015
T016618,10-01-2018 18:43,18,10,2nd Week,01,Q1,2018
T016619,19-01-2015 14:03,14,19,3rd Week,01,Q1,2015
T016620,07-04-2016 11:28,11,07,1st Week,04,Q2,2016
T016621,23-04-2020 19:44,19,23,4th Week,04,Q2,2020
T016622,30-04-2016 20:50,20,30,4th Week,04,Q2,2016
T016623,04-02-2019 10:23,10,04,1st Week,02,Q1,2019
T016624,08-08-2020 09:14,09,08,2nd Week,08,Q3,2020
T016625,25-01-2017 06:24,06,25,4th Week,01,Q1,2017
T016626,27-10-2017 06:13,06,27,4th Week,10,Q4,2017
T016627,11-08-2015 21:24,21,11,2nd Week,08,Q3,2015
T016628,06-01-2015 01:55,01,06,1st Week,01,Q1,2015
T016629,17-07-2016 03:06,03,17,3rd Week,07,Q3,2016
T016630,04-05-2018 04:01,04,04,1st Week,05,Q2,2018
T016631,18-11-2014 09:46,09,18,3rd Week,11,Q4,2014
T016632,27-03-2014 10:56,10,27,4th Week,03,Q1,2014
T016633,25-09-2018 01:48,01,25,4th Week,09,Q3,2018
T016634,16-05-2019 06:38,06,16,3rd Week,05,Q2,2019
T016635,08-02-2020 09:01,09,08,2nd Week,02,Q1,2020
T016636,04-04-2017 20:06,20,04,1st Week,04,Q2,2017
T016637,20-09-2014 00:25,00,20,3rd Week,09,Q3,2014
T016638,22-11-2014 09:57,09,22,4th Week,11,Q4,2014
T016639,27-02-2015 16:24,16,27,4th Week,02,Q1,2015
T016640,11-11-2018 08:08,08,11,2nd Week,11,Q4,2018
T016641,18-12-2015 17:06,17,18,3rd Week,12,Q4,2015
T016642,02-11-2019 18:32,18,02,1st Week,11,Q4,2019
T016643,12-01-2018 19:15,19,12,2nd Week,01,Q1,2018
T016644,05-08-2020 02:31,02,05,1st Week,08,Q3,2020
T016645,24-02-2020 15:43,15,24,4th Week,02,Q1,2020
T016646,05-02-2016 08:37,08,05,1st Week,02,Q1,2016
T016647,15-12-2016 13:32,13,15,3rd Week,12,Q4,2016
T016648,10-08-2014 08:25,08,10,2nd Week,08,Q3,2014
T016649,11-06-2016 11:18,11,11,2nd Week,06,Q2,2016
T016650,08-01-2015 16:37,16,08,2nd Week,01,Q1,2015
T016651,26-05-2014 00:03,00,26,4th Week,05,Q2,2014
T016652,22-04-2019 14:21,14,22,4th Week,04,Q2,2019
T016653,04-09-2016 04:58,04,04,1st Week,09,Q3,2016
T016654,22-04-2016 19:11,19,22,4th Week,04,Q2,2016
T016655,28-10-2015 12:55,12,28,4th Week,10,Q4,2015
T016656,12-03-2016 05:12,05,12,2nd Week,03,Q1,2016
T016657,26-11-2018 17:01,17,26,4th Week,11,Q4,2018
T016658,30-08-2019 03:09,03,30,4th Week,08,Q3,2019
T016659,28-05-2017 20:24,20,28,4th Week,05,Q2,2017
T016660,17-05-2018 09:55,09,17,3rd Week,05,Q2,2018
T016661,02-08-2015 13:11,13,02,1st Week,08,Q3,2015
T016662,16-04-2016 17:44,17,16,3rd Week,04,Q2,2016
T016663,05-09-2015 17:59,17,05,1st Week,09,Q3,2015
T016664,30-01-2020 17:12,17,30,4th Week,01,Q1,2020
T016665,31-08-2020 10:14,10,31,4th Week,08,Q3,2020
T016666,17-02-2020 01:21,01,17,3rd Week,02,Q1,2020
T016667,05-08-2015 17:34,17,05,1st Week,08,Q3,2015
T016668,13-03-2018 11:01,11,13,2nd Week,03,Q1,2018
T016669,24-11-2018 15:02,15,24,4th Week,11,Q4,2018
T016670,01-10-2018 23:36,23,01,1st Week,10,Q4,2018
T016671,07-07-2015 00:50,00,07,1st Week,07,Q3,2015
T016672,22-05-2019 13:31,13,22,4th Week,05,Q2,2019
T016673,19-04-2018 05:48,05,19,3rd Week,04,Q2,2018
T016674,06-10-2020 20:38,20,06,1st Week,10,Q4,2020
T016675,11-03-2017 08:18,08,11,2nd Week,03,Q1,2017
T016676,16-05-2015 07:34,07,16,3rd Week,05,Q2,2015
T016677,30-06-2014 11:22,11,30,4th Week,06,Q2,2014
T016678,22-02-2018 15:25,15,22,4th Week,02,Q1,2018
T016679,11-07-2015 00:54,00,11,2nd Week,07,Q3,2015
T016680,04-12-2015 17:25,17,04,1st Week,12,Q4,2015
T016681,02-04-2020 16:15,16,02,1st Week,04,Q2,2020
T016682,31-01-2015 01:08,01,31,4th Week,01,Q1,2015
T016683,23-04-2016 18:17,18,23,4th Week,04,Q2,2016
T016684,23-04-2017 16:16,16,23,4th Week,04,Q2,2017
T016685,01-06-2019 14:37,14,01,1st Week,06,Q2,2019
T016686,07-03-2014 03:55,03,07,1st Week,03,Q1,2014
T016687,20-05-2020 09:23,09,20,3rd Week,05,Q2,2020
T016688,20-09-2015 10:15,10,20,3rd Week,09,Q3,2015
T016689,24-10-2020 04:08,04,24,4th Week,10,Q4,2020
T016690,01-09-2014 03:22,03,01,1st Week,09,Q3,2014
T016691,12-09-2019 00:20,00,12,2nd Week,09,Q3,2019
T016692,15-07-2016 18:42,18,15,3rd Week,07,Q3,2016
T016693,01-05-2015 23:30,23,01,1st Week,05,Q2,2015
T016694,01-02-2016 23:09,23,01,1st Week,02,Q1,2016
T016695,22-08-2016 10:28,10,22,4th Week,08,Q3,2016
T016696,20-09-2015 10:31,10,20,3rd Week,09,Q3,2015
T016697,15-06-2019 10:40,10,15,3rd Week,06,Q2,2019
T016698,05-04-2014 23:49,23,05,1st Week,04,Q2,2014
T016699,01-12-2014 04:20,04,01,1st Week,12,Q4,2014
T016700,16-09-2020 20:38,20,16,3rd Week,09,Q3,2020
T016701,29-08-2017 15:02,15,29,4th Week,08,Q3,2017
T016702,20-07-2016 22:35,22,20,3rd Week,07,Q3,2016
T016703,29-12-2018 07:02,07,29,4th Week,12,Q4,2018
T016704,12-10-2020 09:09,09,12,2nd Week,10,Q4,2020
T016705,27-03-2018 19:40,19,27,4th Week,03,Q1,2018
T016706,02-11-2019 14:36,14,02,1st Week,11,Q4,2019
T016707,01-08-2017 10:11,10,01,1st Week,08,Q3,2017
T016708,21-03-2019 23:44,23,21,3rd Week,03,Q1,2019
T016709,11-07-2017 17:02,17,11,2nd Week,07,Q3,2017
T016710,11-06-2015 18:48,18,11,2nd Week,06,Q2,2015
T016711,28-03-2020 01:02,01,28,4th Week,03,Q1,2020
T016712,28-10-2018 03:42,03,28,4th Week,10,Q4,2018
T016713,24-08-2019 05:05,05,24,4th Week,08,Q3,2019
T016714,04-06-2017 23:42,23,04,1st Week,06,Q2,2017
T016715,08-05-2017 13:37,13,08,2nd Week,05,Q2,2017
T016716,03-07-2016 03:20,03,03,1st Week,07,Q3,2016
T016717,28-11-2015 05:57,05,28,4th Week,11,Q4,2015
T016718,26-04-2020 18:12,18,26,4th Week,04,Q2,2020
T016719,29-11-2017 06:52,06,29,4th Week,11,Q4,2017
T016720,22-10-2017 03:38,03,22,4th Week,10,Q4,2017
T016721,31-01-2016 13:54,13,31,4th Week,01,Q1,2016
T016722,26-05-2015 03:22,03,26,4th Week,05,Q2,2015
T016723,09-04-2015 09:08,09,09,2nd Week,04,Q2,2015
T016724,26-11-2017 18:45,18,26,4th Week,11,Q4,2017
T016725,28-08-2018 15:12,15,28,4th Week,08,Q3,2018
T016726,05-07-2018 20:38,20,05,1st Week,07,Q3,2018
T016727,18-02-2017 16:37,16,18,3rd Week,02,Q1,2017
T016728,22-12-2015 15:40,15,22,4th Week,12,Q4,2015
T016729,25-08-2018 12:14,12,25,4th Week,08,Q3,2018
T016730,05-04-2016 18:45,18,05,1st Week,04,Q2,2016
T016731,22-03-2019 03:19,03,22,4th Week,03,Q1,2019
T016732,20-05-2016 06:30,06,20,3rd Week,05,Q2,2016
T016733,12-02-2020 15:20,15,12,2nd Week,02,Q1,2020
T016734,19-03-2020 10:01,10,19,3rd Week,03,Q1,2020
T016735,05-08-2019 14:31,14,05,1st Week,08,Q3,2019
T016736,13-06-2016 02:11,02,13,2nd Week,06,Q2,2016
T016737,18-10-2017 08:03,08,18,3rd Week,10,Q4,2017
T016738,08-02-2018 18:11,18,08,2nd Week,02,Q1,2018
T016739,05-11-2014 07:41,07,05,1st Week,11,Q4,2014
T016740,03-06-2017 20:13,20,03,1st Week,06,Q2,2017
T016741,10-05-2018 19:01,19,10,2nd Week,05,Q2,2018
T016742,17-02-2016 13:31,13,17,3rd Week,02,Q1,2016
T016743,15-12-2017 03:40,03,15,3rd Week,12,Q4,2017
T016744,27-04-2018 09:49,09,27,4th Week,04,Q2,2018
T016745,13-03-2018 16:38,16,13,2nd Week,03,Q1,2018
T016746,24-11-2019 01:13,01,24,4th Week,11,Q4,2019
T016747,22-07-2020 19:04,19,22,4th Week,07,Q3,2020
T016748,10-06-2017 22:32,22,10,2nd Week,06,Q2,2017
T016749,09-01-2018 08:16,08,09,2nd Week,01,Q1,2018
T016750,06-01-2018 18:25,18,06,1st Week,01,Q1,2018
T016751,12-12-2015 10:03,10,12,2nd Week,12,Q4,2015
T016752,02-09-2014 22:17,22,02,1st Week,09,Q3,2014
T016753,10-06-2018 12:43,12,10,2nd Week,06,Q2,2018
T016754,16-05-2016 18:51,18,16,3rd Week,05,Q2,2016
T016755,19-05-2014 20:56,20,19,3rd Week,05,Q2,2014
T016756,01-10-2015 08:20,08,01,1st Week,10,Q4,2015
T016757,26-10-2016 13:42,13,26,4th Week,10,Q4,2016
T016758,29-07-2015 15:58,15,29,4th Week,07,Q3,2015
T016759,11-02-2017 15:52,15,11,2nd Week,02,Q1,2017
T016760,17-01-2020 16:32,16,17,3rd Week,01,Q1,2020
T016761,21-02-2014 10:36,10,21,3rd Week,02,Q1,2014
T016762,16-07-2015 13:07,13,16,3rd Week,07,Q3,2015
T016763,09-06-2015 04:01,04,09,2nd Week,06,Q2,2015
T016764,30-09-2016 09:15,09,30,4th Week,09,Q3,2016
T016765,30-10-2018 16:23,16,30,4th Week,10,Q4,2018
T016766,20-03-2020 23:41,23,20,3rd Week,03,Q1,2020
T016767,06-03-2020 11:34,11,06,1st Week,03,Q1,2020
T016768,16-04-2020 02:56,02,16,3rd Week,04,Q2,2020
T016769,09-10-2015 14:12,14,09,2nd Week,10,Q4,2015
T016770,16-11-2016 10:44,10,16,3rd Week,11,Q4,2016
T016771,19-10-2015 05:14,05,19,3rd Week,10,Q4,2015
T016772,24-08-2016 20:35,20,24,4th Week,08,Q3,2016
T016773,23-05-2019 08:03,08,23,4th Week,05,Q2,2019
T016774,01-05-2018 02:08,02,01,1st Week,05,Q2,2018
T016775,19-01-2017 17:59,17,19,3rd Week,01,Q1,2017
T016776,27-01-2015 04:17,04,27,4th Week,01,Q1,2015
T016777,23-03-2019 03:41,03,23,4th Week,03,Q1,2019
T016778,24-10-2017 01:55,01,24,4th Week,10,Q4,2017
T016779,31-07-2018 20:20,20,31,4th Week,07,Q3,2018
T016780,24-09-2014 16:17,16,24,4th Week,09,Q3,2014
T016781,27-09-2017 09:56,09,27,4th Week,09,Q3,2017
T016782,12-05-2015 16:04,16,12,2nd Week,05,Q2,2015
T016783,13-06-2020 07:58,07,13,2nd Week,06,Q2,2020
T016784,08-10-2015 18:03,18,08,2nd Week,10,Q4,2015
T016785,11-01-2016 01:42,01,11,2nd Week,01,Q1,2016
T016786,29-09-2015 11:08,11,29,4th Week,09,Q3,2015
T016787,11-09-2018 22:31,22,11,2nd Week,09,Q3,2018
T016788,01-06-2015 15:05,15,01,1st Week,06,Q2,2015
T016789,14-06-2014 20:05,20,14,2nd Week,06,Q2,2014
T016790,17-05-2017 14:18,14,17,3rd Week,05,Q2,2017
T016791,30-11-2015 21:58,21,30,4th Week,11,Q4,2015
T016792,25-01-2017 21:43,21,25,4th Week,01,Q1,2017
T016793,11-02-2018 01:45,01,11,2nd Week,02,Q1,2018
T016794,06-08-2018 15:12,15,06,1st Week,08,Q3,2018
T016795,05-01-2019 04:04,04,05,1st Week,01,Q1,2019
T016796,20-07-2019 18:09,18,20,3rd Week,07,Q3,2019
T016797,30-07-2018 15:41,15,30,4th Week,07,Q3,2018
T016798,22-10-2014 01:07,01,22,4th Week,10,Q4,2014
T016799,21-07-2020 00:17,00,21,3rd Week,07,Q3,2020
T016800,29-10-2014 22:36,22,29,4th Week,10,Q4,2014
T016801,16-02-2018 21:32,21,16,3rd Week,02,Q1,2018
T016802,29-03-2018 09:11,09,29,4th Week,03,Q1,2018
T016803,15-04-2020 09:42,09,15,3rd Week,04,Q2,2020
T016804,23-05-2017 05:54,05,23,4th Week,05,Q2,2017
T016805,16-02-2016 08:15,08,16,3rd Week,02,Q1,2016
T016806,05-08-2017 23:33,23,05,1st Week,08,Q3,2017
T016807,29-01-2020 01:47,01,29,4th Week,01,Q1,2020
T016808,10-08-2019 00:46,00,10,2nd Week,08,Q3,2019
T016809,10-03-2016 23:07,23,10,2nd Week,03,Q1,2016
T016810,20-11-2014 19:56,19,20,3rd Week,11,Q4,2014
T016811,25-10-2017 06:17,06,25,4th Week,10,Q4,2017
T016812,30-01-2017 14:31,14,30,4th Week,01,Q1,2017
T016813,16-10-2016 23:21,23,16,3rd Week,10,Q4,2016
T016814,07-04-2014 21:06,21,07,1st Week,04,Q2,2014
T016815,24-06-2017 00:42,00,24,4th Week,06,Q2,2017
T016816,31-03-2014 17:57,17,31,4th Week,03,Q1,2014
T016817,08-07-2016 10:51,10,08,2nd Week,07,Q3,2016
T016818,25-10-2020 05:25,05,25,4th Week,10,Q4,2020
T016819,09-08-2017 09:50,09,09,2nd Week,08,Q3,2017
T016820,23-08-2019 21:08,21,23,4th Week,08,Q3,2019
T016821,28-06-2014 06:55,06,28,4th Week,06,Q2,2014
T016822,14-03-2016 05:24,05,14,2nd Week,03,Q1,2016
T016823,16-06-2017 09:07,09,16,3rd Week,06,Q2,2017
T016824,19-02-2020 02:17,02,19,3rd Week,02,Q1,2020
T016825,21-02-2016 14:07,14,21,3rd Week,02,Q1,2016
T016826,03-10-2018 19:13,19,03,1st Week,10,Q4,2018
T016827,16-06-2020 13:04,13,16,3rd Week,06,Q2,2020
T016828,11-09-2016 12:35,12,11,2nd Week,09,Q3,2016
T016829,05-10-2014 22:48,22,05,1st Week,10,Q4,2014
T016830,20-05-2016 03:11,03,20,3rd Week,05,Q2,2016
T016831,24-01-2014 21:50,21,24,4th Week,01,Q1,2014
T016832,30-09-2016 14:18,14,30,4th Week,09,Q3,2016
T016833,08-11-2015 16:52,16,08,2nd Week,11,Q4,2015
T016834,03-01-2020 20:23,20,03,1st Week,01,Q1,2020
T016835,10-07-2014 03:23,03,10,2nd Week,07,Q3,2014
T016836,16-08-2019 09:05,09,16,3rd Week,08,Q3,2019
T016837,24-05-2016 07:25,07,24,4th Week,05,Q2,2016
T016838,20-07-2019 00:47,00,20,3rd Week,07,Q3,2019
T016839,03-08-2017 13:03,13,03,1st Week,08,Q3,2017
T016840,09-03-2017 03:47,03,09,2nd Week,03,Q1,2017
T016841,31-10-2017 09:37,09,31,4th Week,10,Q4,2017
T016842,26-07-2015 10:38,10,26,4th Week,07,Q3,2015
T016843,04-11-2020 17:00,17,04,1st Week,11,Q4,2020
T016844,13-03-2020 22:10,22,13,2nd Week,03,Q1,2020
T016845,08-01-2021 02:16,02,08,2nd Week,01,Q1,2021
T016846,04-09-2017 21:35,21,04,1st Week,09,Q3,2017
T016847,08-06-2015 10:30,10,08,2nd Week,06,Q2,2015
T016848,26-11-2020 05:05,05,26,4th Week,11,Q4,2020
T016849,21-12-2015 20:12,20,21,3rd Week,12,Q4,2015
T016850,24-05-2015 03:36,03,24,4th Week,05,Q2,2015
T016851,30-11-2015 11:24,11,30,4th Week,11,Q4,2015
T016852,12-07-2018 03:53,03,12,2nd Week,07,Q3,2018
T016853,17-07-2019 22:44,22,17,3rd Week,07,Q3,2019
T016854,17-01-2018 05:06,05,17,3rd Week,01,Q1,2018
T016855,05-02-2015 11:51,11,05,1st Week,02,Q1,2015
T016856,08-05-2016 20:20,20,08,2nd Week,05,Q2,2016
T016857,28-08-2017 06:58,06,28,4th Week,08,Q3,2017
T016858,12-07-2017 20:00,20,12,2nd Week,07,Q3,2017
T016859,20-01-2019 07:33,07,20,3rd Week,01,Q1,2019
T016860,20-01-2019 15:42,15,20,3rd Week,01,Q1,2019
T016861,16-07-2019 18:04,18,16,3rd Week,07,Q3,2019
T016862,17-06-2018 21:39,21,17,3rd Week,06,Q2,2018
T016863,18-05-2014 05:46,05,18,3rd Week,05,Q2,2014
T016864,07-01-2019 13:25,13,07,1st Week,01,Q1,2019
T016865,03-08-2019 17:55,17,03,1st Week,08,Q3,2019
T016866,26-09-2017 16:34,16,26,4th Week,09,Q3,2017
T016867,09-05-2015 03:28,03,09,2nd Week,05,Q2,2015
T016868,31-10-2015 16:03,16,31,4th Week,10,Q4,2015
T016869,13-06-2019 08:18,08,13,2nd Week,06,Q2,2019
T016870,27-06-2018 20:01,20,27,4th Week,06,Q2,2018
T016871,03-06-2020 06:26,06,03,1st Week,06,Q2,2020
T016872,17-10-2016 02:03,02,17,3rd Week,10,Q4,2016
T016873,14-03-2017 08:00,08,14,2nd Week,03,Q1,2017
T016874,13-02-2015 05:31,05,13,2nd Week,02,Q1,2015
T016875,29-07-2017 16:16,16,29,4th Week,07,Q3,2017
T016876,03-02-2014 02:50,02,03,1st Week,02,Q1,2014
T016877,06-05-2019 00:47,00,06,1st Week,05,Q2,2019
T016878,01-07-2017 16:28,16,01,1st Week,07,Q3,2017
T016879,18-08-2018 07:06,07,18,3rd Week,08,Q3,2018
T016880,08-04-2019 01:56,01,08,2nd Week,04,Q2,2019
T016881,10-09-2018 12:02,12,10,2nd Week,09,Q3,2018
T016882,21-06-2014 20:00,20,21,3rd Week,06,Q2,2014
T016883,26-10-2014 18:28,18,26,4th Week,10,Q4,2014
T016884,13-12-2015 12:35,12,13,2nd Week,12,Q4,2015
T016885,10-10-2020 14:17,14,10,2nd Week,10,Q4,2020
T016886,10-11-2014 09:17,09,10,2nd Week,11,Q4,2014
T016887,28-09-2015 23:30,23,28,4th Week,09,Q3,2015
T016888,22-04-2016 04:40,04,22,4th Week,04,Q2,2016
T016889,21-09-2020 04:55,04,21,3rd Week,09,Q3,2020
T016890,09-03-2019 07:34,07,09,2nd Week,03,Q1,2019
T016891,08-05-2018 02:23,02,08,2nd Week,05,Q2,2018
T016892,01-11-2018 06:23,06,01,1st Week,11,Q4,2018
T016893,30-11-2014 18:17,18,30,4th Week,11,Q4,2014
T016894,14-11-2018 01:02,01,14,2nd Week,11,Q4,2018
T016895,10-07-2017 14:04,14,10,2nd Week,07,Q3,2017
T016896,16-07-2020 05:43,05,16,3rd Week,07,Q3,2020
T016897,04-03-2017 12:25,12,04,1st Week,03,Q1,2017
T016898,28-05-2017 18:48,18,28,4th Week,05,Q2,2017
T016899,14-01-2016 00:47,00,14,2nd Week,01,Q1,2016
T016900,14-12-2020 14:52,14,14,2nd Week,12,Q4,2020
T016901,27-01-2020 12:50,12,27,4th Week,01,Q1,2020
T016902,18-01-2020 22:10,22,18,3rd Week,01,Q1,2020
T016903,08-01-2015 02:19,02,08,2nd Week,01,Q1,2015
T016904,30-07-2017 16:40,16,30,4th Week,07,Q3,2017
T016905,23-03-2017 18:12,18,23,4th Week,03,Q1,2017
T016906,22-08-2015 19:12,19,22,4th Week,08,Q3,2015
T016907,01-11-2017 10:06,10,01,1st Week,11,Q4,2017
T016908,05-12-2017 05:43,05,05,1st Week,12,Q4,2017
T016909,19-07-2014 22:06,22,19,3rd Week,07,Q3,2014
T016910,12-08-2017 15:34,15,12,2nd Week,08,Q3,2017
T016911,11-12-2014 16:00,16,11,2nd Week,12,Q4,2014
T016912,26-11-2017 23:52,23,26,4th Week,11,Q4,2017
T016913,14-07-2018 05:56,05,14,2nd Week,07,Q3,2018
T016914,08-07-2018 05:00,05,08,2nd Week,07,Q3,2018
T016915,26-02-2016 01:27,01,26,4th Week,02,Q1,2016
T016916,26-09-2016 00:49,00,26,4th Week,09,Q3,2016
T016917,30-10-2020 22:02,22,30,4th Week,10,Q4,2020
T016918,21-10-2018 08:36,08,21,3rd Week,10,Q4,2018
T016919,28-06-2017 15:56,15,28,4th Week,06,Q2,2017
T016920,17-11-2016 17:43,17,17,3rd Week,11,Q4,2016
T016921,02-12-2017 14:04,14,02,1st Week,12,Q4,2017
T016922,17-01-2020 18:11,18,17,3rd Week,01,Q1,2020
T016923,03-12-2014 14:32,14,03,1st Week,12,Q4,2014
T016924,28-08-2019 09:02,09,28,4th Week,08,Q3,2019
T016925,09-02-2015 13:49,13,09,2nd Week,02,Q1,2015
T016926,21-11-2014 08:10,08,21,3rd Week,11,Q4,2014
T016927,20-09-2016 07:22,07,20,3rd Week,09,Q3,2016
T016928,13-11-2014 04:19,04,13,2nd Week,11,Q4,2014
T016929,23-09-2017 11:20,11,23,4th Week,09,Q3,2017
T016930,29-09-2014 23:59,23,29,4th Week,09,Q3,2014
T016931,26-09-2020 19:56,19,26,4th Week,09,Q3,2020
T016932,24-01-2017 00:11,00,24,4th Week,01,Q1,2017
T016933,24-09-2015 17:05,17,24,4th Week,09,Q3,2015
T016934,16-02-2015 07:33,07,16,3rd Week,02,Q1,2015
T016935,11-05-2014 09:55,09,11,2nd Week,05,Q2,2014
T016936,19-08-2016 01:04,01,19,3rd Week,08,Q3,2016
T016937,04-01-2019 02:54,02,04,1st Week,01,Q1,2019
T016938,24-06-2014 16:11,16,24,4th Week,06,Q2,2014
T016939,12-05-2014 12:30,12,12,2nd Week,05,Q2,2014
T016940,28-11-2017 22:59,22,28,4th Week,11,Q4,2017
T016941,16-09-2014 14:30,14,16,3rd Week,09,Q3,2014
T016942,14-04-2014 12:51,12,14,2nd Week,04,Q2,2014
T016943,09-06-2020 19:58,19,09,2nd Week,06,Q2,2020
T016944,17-03-2016 15:27,15,17,3rd Week,03,Q1,2016
T016945,23-06-2015 13:00,13,23,4th Week,06,Q2,2015
T016946,14-01-2021 10:18,10,14,2nd Week,01,Q1,2021
T016947,07-08-2015 10:10,10,07,1st Week,08,Q3,2015
T016948,06-12-2016 18:52,18,06,1st Week,12,Q4,2016
T016949,15-03-2017 13:40,13,15,3rd Week,03,Q1,2017
T016950,17-11-2015 13:06,13,17,3rd Week,11,Q4,2015
T016951,27-11-2018 01:52,01,27,4th Week,11,Q4,2018
T016952,16-02-2015 01:31,01,16,3rd Week,02,Q1,2015
T016953,06-08-2020 09:58,09,06,1st Week,08,Q3,2020
T016954,22-09-2019 16:33,16,22,4th Week,09,Q3,2019
T016955,27-07-2016 00:50,00,27,4th Week,07,Q3,2016
T016956,27-04-2019 16:59,16,27,4th Week,04,Q2,2019
T016957,24-06-2016 05:24,05,24,4th Week,06,Q2,2016
T016958,02-03-2015 15:37,15,02,1st Week,03,Q1,2015
T016959,07-02-2016 15:22,15,07,1st Week,02,Q1,2016
T016960,20-10-2015 11:02,11,20,3rd Week,10,Q4,2015
T016961,08-12-2014 16:50,16,08,2nd Week,12,Q4,2014
T016962,31-07-2014 11:40,11,31,4th Week,07,Q3,2014
T016963,15-06-2018 06:39,06,15,3rd Week,06,Q2,2018
T016964,10-01-2020 18:16,18,10,2nd Week,01,Q1,2020
T016965,16-02-2016 10:27,10,16,3rd Week,02,Q1,2016
T016966,10-01-2015 04:43,04,10,2nd Week,01,Q1,2015
T016967,01-08-2019 10:32,10,01,1st Week,08,Q3,2019
T016968,24-12-2019 07:37,07,24,4th Week,12,Q4,2019
T016969,25-03-2017 17:22,17,25,4th Week,03,Q1,2017
T016970,27-10-2016 15:39,15,27,4th Week,10,Q4,2016
T016971,07-09-2017 08:47,08,07,1st Week,09,Q3,2017
T016972,12-06-2018 04:26,04,12,2nd Week,06,Q2,2018
T016973,28-03-2019 01:05,01,28,4th Week,03,Q1,2019
T016974,05-03-2015 08:28,08,05,1st Week,03,Q1,2015
T016975,04-05-2019 10:44,10,04,1st Week,05,Q2,2019
T016976,07-05-2015 17:12,17,07,1st Week,05,Q2,2015
T016977,08-10-2014 17:30,17,08,2nd Week,10,Q4,2014
T016978,25-03-2019 08:57,08,25,4th Week,03,Q1,2019
T016979,22-12-2019 07:19,07,22,4th Week,12,Q4,2019
T016980,09-09-2015 05:12,05,09,2nd Week,09,Q3,2015
T016981,12-07-2014 02:08,02,12,2nd Week,07,Q3,2014
T016982,24-09-2020 10:56,10,24,4th Week,09,Q3,2020
T016983,22-09-2017 08:11,08,22,4th Week,09,Q3,2017
T016984,31-12-2019 16:51,16,31,4th Week,12,Q4,2019
T016985,30-05-2017 05:08,05,30,4th Week,05,Q2,2017
T016986,01-01-2015 00:40,00,01,1st Week,01,Q1,2015
T016987,24-03-2014 14:32,14,24,4th Week,03,Q1,2014
T016988,06-06-2018 17:14,17,06,1st Week,06,Q2,2018
T016989,30-07-2016 04:34,04,30,4th Week,07,Q3,2016
T016990,07-04-2016 20:16,20,07,1st Week,04,Q2,2016
T016991,30-01-2017 01:41,01,30,4th Week,01,Q1,2017
T016992,09-01-2018 14:55,14,09,2nd Week,01,Q1,2018
T016993,17-06-2019 16:02,16,17,3rd Week,06,Q2,2019
T016994,13-05-2018 23:22,23,13,2nd Week,05,Q2,2018
T016995,20-11-2016 22:17,22,20,3rd Week,11,Q4,2016
T016996,17-04-2018 16:18,16,17,3rd Week,04,Q2,2018
T016997,22-10-2020 16:32,16,22,4th Week,10,Q4,2020
T016998,23-12-2014 01:29,01,23,4th Week,12,Q4,2014
T016999,03-03-2020 21:17,21,03,1st Week,03,Q1,2020
T017000,09-05-2014 03:54,03,09,2nd Week,05,Q2,2014
T017001,19-09-2014 03:39,03,19,3rd Week,09,Q3,2014
T017002,02-06-2014 06:59,06,02,1st Week,06,Q2,2014
T017003,03-08-2014 01:48,01,03,1st Week,08,Q3,2014
T017004,22-04-2014 23:53,23,22,4th Week,04,Q2,2014
T017005,24-09-2020 11:13,11,24,4th Week,09,Q3,2020
T017006,02-11-2019 21:06,21,02,1st Week,11,Q4,2019
T017007,03-11-2018 12:41,12,03,1st Week,11,Q4,2018
T017008,06-03-2018 11:46,11,06,1st Week,03,Q1,2018
T017009,12-02-2019 09:43,09,12,2nd Week,02,Q1,2019
T017010,01-04-2018 20:32,20,01,1st Week,04,Q2,2018
T017011,15-07-2015 21:14,21,15,3rd Week,07,Q3,2015
T017012,22-11-2015 17:04,17,22,4th Week,11,Q4,2015
T017013,26-08-2014 19:43,19,26,4th Week,08,Q3,2014
T017014,14-09-2020 23:12,23,14,2nd Week,09,Q3,2020
